normal_angle,normal_deviation,l_CIELAB,a_CIELAB,b_CIELAB,standard_l_CIELAB,standard_a_CIELAB,standard_b_CIELAB,MIN_height,MAX_height,bounding_box_width,bounding_box_height,bounding_box_depth,bounding_box_vertical_area,bounding_box_horizontal_area,vertical_elongation,horizontal_elongation,volumeness,
0.326124,0.102053,78.9316,-4.9373,6.40413,62.8558,15.1435,7.6637,0.156945,0.227326,0.482302,0.0703809,0.159688,0.0339448,0.0770177,0.145927,0.331095,0.440741,
1.27456,0.225122,58.2598,-7.94747,8.94007,61.2783,19.4171,9.73526,0.143232,0.186287,0.307044,0.0430545,0.0417296,0.0132196,0.0128128,0.140223,0.135908,1.03175,
1.24989,0.0244501,65.4572,-1.39757,2.92916,0.361612,0.0500046,0.0253475,-0.0077213,0.00198734,0.0196223,0.00970864,0.00416565,0.000190506,8.17397e-05,0.494775,0.212291,2.33064,
0.273717,0.390405,48.4785,-1.82445,6.73388,69.553,0.556546,14.5938,-0.0267998,0.0300516,0.272256,0.0568514,0.186094,0.0154782,0.0506654,0.208816,0.683526,0.305498,
0.58171,0.625939,67.2861,-1.02218,2.50927,1.29156,0.204293,0.236432,-0.0478306,-0.00165904,0.224149,0.0461715,0.111459,0.0103493,0.0249834,0.205986,0.497255,0.414247,
1.14332,0.238451,66.0529,0.0719087,11.1988,325.025,17.4633,161.622,0.0488359,0.283192,0.222797,0.234357,0.15404,0.0522139,0.0343196,1.05188,0.691391,1.5214,
1.1322,0.371394,49.5952,0.540305,14.4956,179.244,3.64404,136.881,-0.047145,0.0679545,0.24464,0.1151,0.166985,0.028158,0.0408512,0.470485,0.682574,0.689281,
0.870395,0.345106,48.4314,1.13002,-1.16047,385.499,5.29403,8.23827,0.67343,0.795658,0.337437,0.122229,0.0727894,0.0412445,0.0245618,0.362227,0.215713,1.67921,
0.798888,0.291877,78.0205,0.0776481,-0.441294,651.379,1.2511,1.34359,0.718885,0.798358,0.57735,0.0794728,0.103201,0.0458836,0.0595829,0.137651,0.178749,0.770081,
1.64278,0.29165,45.4994,-3.83904,1.07243,269.13,0.781074,4.30657,0.815764,1.12915,0.0964009,0.313388,0.0372405,0.0302109,0.00359002,3.25088,0.386309,8.41524,
1.45672,0.123483,33.9938,-5.02402,4.70829,83.88,1.26136,3.44087,0.199282,1.14641,0.27986,0.94713,0.0994322,0.265063,0.0278271,3.38431,0.355293,9.52538,
1.45169,0.352393,55.4565,-3.62431,1.59599,117.516,1.2682,1.37343,0.46681,0.865049,0.248265,0.398239,0.0951853,0.0988689,0.0236312,1.60409,0.383401,4.18383,
1.81631,0.435989,60.6818,-4.3961,2.05011,47.7758,0.623113,2.30706,0.138997,0.382646,0.365776,0.243648,0.104231,0.0891207,0.0381251,0.666114,0.284958,2.33758,
1.2373,0.299221,31.9829,-0.248992,2.32171,227.871,25.2168,8.12788,0.975951,1.15664,0.354465,0.180693,0.0757425,0.0640493,0.026848,0.509764,0.213681,2.38562,
1.30146,0.402246,12.4414,21.9264,11.5,68.7805,235.767,71.9488,0.90275,1.17405,0.221413,0.271301,0.0946252,0.0600696,0.0209513,1.22531,0.427369,2.86711,
1.37798,0.215711,63.1649,0.565953,-1.57669,111.037,57.1336,3.22423,0.876137,1.14562,0.469242,0.269479,0.0816393,0.126451,0.0383085,0.574286,0.173981,3.30084,
1.70397,0.118382,68.0301,-3.59165,-1.64233,12.402,0.974671,1.42202,0.113581,0.943495,0.35543,0.829913,0.0785873,0.294976,0.0279323,2.33496,0.221105,10.5604,
1.61286,0.0891142,40.3735,-2.63931,-0.242669,184.729,0.825319,5.19721,0.534815,0.872183,0.172256,0.337368,0.0310912,0.0581136,0.00535564,1.95853,0.180494,10.8509,
1.1275,0.391724,29.2587,-2.17414,15.5142,64.5237,4.84255,19.474,0.0234454,0.214378,0.136207,0.190932,0.129989,0.0260064,0.0177055,1.40178,0.954345,1.46884,
0.857795,0.219049,11.18,-3.20834,7.47293,60.8181,2.4418,9.09087,0.0192291,0.0891517,0.121794,0.0699227,0.0757315,0.00851616,0.00922364,0.574106,0.6218,0.923297,
1.87872,0.151649,7.09175,-2.10398,4.70052,34.565,2.24706,3.9633,-0.000202179,0.150815,0.318534,0.151018,0.0865414,0.0481042,0.0275664,0.474102,0.271687,1.74503,
0.339848,0.223033,65.4048,1.41436,8.48747,167.3,1.10991,65.9444,0.380936,0.445675,0.303162,0.064739,0.193627,0.0196264,0.0587003,0.213546,0.63869,0.33435,
1.38458,0.563041,25.7759,-2.46696,2.71294,189.047,1.20324,2.8772,0.177644,0.621243,0.174133,0.443599,0.0282967,0.077245,0.00492738,2.54748,0.162501,15.6767,
1.45954,0.328259,29.9341,-0.897096,17.7298,158.692,14.5054,31.1323,-0.00186658,0.21653,0.365985,0.218397,0.1297,0.07993,0.0474683,0.596737,0.354387,1.68386,
0.284045,0.450283,27.1726,0.875551,13.9989,33.7764,1.49437,4.45811,0.12358,0.223236,0.847033,0.0996566,0.242846,0.0844124,0.205699,0.117654,0.286702,0.410369,
0.371119,0.231689,7.98269,-0.313307,6.16292,43.1084,0.996731,12.6021,-0.0363169,0.0154046,0.334516,0.0517215,0.200037,0.0173016,0.0669156,0.154616,0.59799,0.258559,
0.595847,0.113794,37.6492,1.66311,16.237,29.0114,1.43685,14.7383,0.125271,0.195652,0.300771,0.0703808,0.0972645,0.0211685,0.0292543,0.234002,0.323385,0.723602,
1.2652,0.119346,50.1062,-3.13334,1.39337,208.962,3.35848,6.37411,-0.00688255,0.153271,0.21907,0.160153,0.099499,0.0350848,0.0217972,0.73106,0.454188,1.6096,
0.92925,0.318598,22.4915,-4.99451,4.28645,7.93862,0.434234,1.98267,0.655153,0.823345,0.196263,0.168192,0.1332,0.0330098,0.0261421,0.856974,0.678681,1.2627,
1.98602,0.277601,25.3323,-4.61697,3.944,43.1008,6.31497,3.05634,0.505111,0.76609,0.207834,0.260978,0.140031,0.0542401,0.0291033,1.25571,0.673766,1.86371,
1.81765,0.184539,26.8708,0.617548,6.51977,108.955,60.1695,20.2827,0.103544,0.430909,0.225902,0.327365,0.138552,0.0739522,0.0312992,1.44915,0.613329,2.36275,
1.58142,0.150058,21.8932,13.0113,7.8987,158.586,129.7,26.6909,0.295378,0.482094,0.121158,0.186716,0.0650711,0.0226221,0.00788386,1.5411,0.537078,2.86942,
1.35676,0.111613,20.1146,-5.36509,6.80393,20.0294,1.04377,3.50373,0.512456,0.755785,0.207714,0.243329,0.0782304,0.0505429,0.0162496,1.17146,0.376625,3.11041,
1.60658,0.153712,18.9201,-5.69946,6.75909,31.9806,0.372441,2.44358,0.277963,0.573605,0.378956,0.295642,0.137014,0.112036,0.0519225,0.780149,0.361557,2.15775,
1.47187,0.32198,17.3641,-5.47364,6.04266,1.08753,0.273918,0.759333,0.462624,0.841487,0.228408,0.378864,0.180449,0.0865356,0.0412161,1.65871,0.790031,2.09956,
1.60447,0.385829,16.2297,-5.1822,6.16014,0.756783,0.619635,1.06921,0.383467,0.672794,0.172398,0.289327,0.103682,0.0498794,0.0178746,1.67825,0.601411,2.79052,
1.58169,0.237662,16.4037,5.52903,10.2386,29.58,147.894,7.58707,0.0936365,0.35733,0.22976,0.263693,0.10885,0.0605861,0.0250095,1.14769,0.473758,2.42253,
0.410827,0.112465,40.1625,-2.22858,3.98007,61.3795,0.429335,1.25341,-0.0401231,0.0155826,0.197777,0.0557057,0.0934324,0.0110173,0.0184788,0.281659,0.472413,0.596213,
0.309754,0.52607,34.9382,-3.70805,4.38861,468.987,1.74222,16.4674,-0.0624417,0.188112,0.962157,0.250554,0.609328,0.241072,0.586269,0.260409,0.633293,0.411197,
1.97118,0.316952,15.7877,-5.3536,7.04441,21.9903,2.1069,3.6568,-0.00602889,0.292709,0.428175,0.298738,0.254005,0.127912,0.108759,0.697701,0.593227,1.17611,
1.6632,0.178426,52.8023,-3.51526,1.62879,271.563,2.5665,20.0557,0.690112,1.09029,0.293997,0.400175,0.157817,0.11765,0.0463977,1.36115,0.536798,2.53569,
1.41628,0.253113,42.3751,-4.18858,2.03798,271.77,2.88242,9.01306,0.780551,1.14211,0.848503,0.361556,0.133806,0.306782,0.113535,0.426111,0.157697,2.70209,
1.64823,0.387118,20.4774,-4.79609,7.90304,144.671,1.10313,6.15674,0.153729,0.933982,0.780527,0.780253,0.315043,0.609008,0.245899,0.999648,0.403628,2.47666,
1.48796,0.272607,23.9419,-2.85886,5.66666,222.79,23.6594,14.4144,0.326514,1.14818,0.800223,0.821662,0.236142,0.657513,0.188966,1.02679,0.295095,3.47952,
1.58316,0.394381,23.9728,-5.02698,3.94271,0.358565,0.367298,0.181116,0.596871,0.830655,0.200584,0.233784,0.177953,0.0468934,0.0356945,1.16552,0.887173,1.31374,
1.04425,0.212917,38.4204,-4.10116,3.33216,342.68,1.14838,18.4303,-0.0596163,0.493004,0.753225,0.55262,0.265027,0.416247,0.199625,0.733671,0.351856,2.08515,
1.25698,0.241385,22.5275,-3.77982,6.64834,108.631,2.36337,12.56,0.795573,1.16635,0.362149,0.370774,0.22185,0.134276,0.0803429,1.02382,0.612594,1.67128,
1.72224,0.213042,11.5608,-3.22277,6.29065,67.8512,2.4838,5.03203,0.883097,1.16499,0.147543,0.281892,0.0976582,0.0415911,0.0144087,1.91058,0.661898,2.88652,
1.8993,0.135442,33.4335,-2.97202,3.27957,115.047,2.027,4.02855,0.908944,1.09789,0.272573,0.18895,0.0947146,0.0515027,0.0258167,0.693207,0.347483,1.99494,
2.30652,0.495621,10.262,-2.51994,7.14372,48.6334,0.980581,13.1991,1.00888,1.16767,0.455578,0.158791,0.15749,0.0723416,0.0717491,0.348548,0.345693,1.00826,
1.62436,0.242563,47.2807,-1.81518,0.444802,35.3011,0.442328,4.06966,0.829011,1.08969,0.291603,0.260682,0.125108,0.0760156,0.0364818,0.893962,0.429035,2.08366,
1.92678,0.327009,27.1237,-2.48557,4.9659,182.958,1.71999,10.7411,0.950388,1.15596,0.275284,0.205575,0.132757,0.0565914,0.0365459,0.746775,0.482256,1.5485,
1.21844,0.518933,40.6453,-2.34454,2.57689,58.1767,1.03016,9.71394,0.824698,1.12371,0.253182,0.299017,0.155802,0.0757056,0.0394463,1.18104,0.615377,1.91921,
1.42683,0.220103,42.1926,2.75775,22.3963,32.6002,1.0766,9.1325,0.135918,0.415042,0.344455,0.279124,0.127177,0.0961459,0.0438067,0.810336,0.369211,2.19478,
0.427891,0.150812,17.7918,1.15344,11.814,63.4594,3.90678,9.6448,0.132257,0.220649,0.289532,0.0883925,0.174124,0.0255925,0.0504146,0.305294,0.601398,0.50764,
1.73239,0.380285,16.4576,-5.35385,7.66701,6.82429,0.433295,0.653694,0.514174,0.823561,0.497429,0.309388,0.152214,0.153898,0.0757157,0.621974,0.306002,2.03258,
1.96737,0.219037,22.7827,12.5441,10.6638,112.422,262.888,36.9602,0.192587,0.442102,0.471515,0.249514,0.161695,0.11765,0.0762414,0.529175,0.342925,1.54312,
1.96603,0.365608,15.7924,-4.88412,7.96416,1.1236,0.366793,0.857847,0.458392,0.738738,0.423405,0.280346,0.205601,0.1187,0.0870526,0.662122,0.48559,1.36354,
1.5998,0.3402,48.6422,9.4681,3.71134,638.53,183.921,57.103,0.279728,0.486605,0.411494,0.206877,0.182678,0.0851285,0.0751709,0.502746,0.443939,1.13247,
0.67699,0.544216,14.9008,7.67939,10.5423,21.0072,237.479,16.0557,0.374226,0.570786,0.81396,0.196561,0.474741,0.159993,0.38642,0.241487,0.583248,0.414038,
1.51869,0.38921,17.6902,-3.74065,5.81646,117.827,2.39059,7.39163,0.836086,1.1567,0.229194,0.320609,0.0720992,0.0734818,0.0165247,1.39885,0.314577,4.44678,
1.29678,0.236354,19.0722,4.66371,10.7812,23.7888,199.374,20.0456,0.0981444,0.285766,0.29243,0.187622,0.107098,0.0548662,0.0313187,0.641595,0.366235,1.75187,
1.55177,0.329901,21.4722,1.34089,9.23651,47.2202,106.128,9.19719,0.106454,0.43054,0.275515,0.324085,0.11279,0.0892902,0.0310753,1.17629,0.40938,2.87335,
0.255411,0.156845,6.65569,-1.06416,6.654,6.36841,1.096,7.22301,-0.0282043,0.033498,0.281918,0.0617024,0.252981,0.017395,0.0713197,0.218867,0.897357,0.243901,
1.54459,0.244945,32.5784,-0.614795,6.69836,213.996,71.7901,21.5715,0.147415,0.389522,0.324224,0.242107,0.102109,0.0784969,0.0331062,0.746727,0.314933,2.37107,
0.787605,0.259113,53.493,-1.84343,-1.88138,13.8596,0.433028,0.898384,0.73266,0.838111,0.28086,0.105451,0.149941,0.029617,0.0421125,0.375457,0.533863,0.703283,
0.773416,0.29372,24.1263,-4.62869,7.62116,27.5867,1.25333,2.29163,0.708011,0.969104,0.493362,0.261093,0.429457,0.128813,0.211878,0.529211,0.87047,0.60796,
1.49068,0.307474,54.1949,-1.34082,-1.74431,3.59267,0.216658,0.657261,0.731793,0.903372,0.229001,0.171579,0.088748,0.0392919,0.0203234,0.749251,0.387544,1.93333,
